Quarter,Minute,Second,Down,ToGo,SeriesFirstDown,Yards,Formation,PlayType,PassType,RushDirection,YardLineFixed,YardLineDirection
3,9,6,2,20,0,3,SHOTGUN,PASS,SHORT LEFT,,39,OPP
3,9,39,2,10,0,8,SHOTGUN,PASS,SHORT RIGHT,,29,OPP
3,9,43,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,29,OPP
3,10,26,2,10,1,19,SHOTGUN,PASS,SHORT RIGHT,,48,OPP
3,10,30,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,48,OPP
2,0,22,0,0,1,0,UNDER CENTER,TWO-POINT CONVERSION,,,2,OPP
2,0,27,3,5,1,17,SHOTGUN,PASS,DEEP RIGHT,,17,OPP
2,0,32,2,5,0,0,SHOTGUN,PASS,DEEP LEFT,,17,OPP
2,0,37,2,10,0,-8,NO HUDDLE SHOTGUN,SACK,,,22,OPP
2,0,42,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,22,OPP
2,0,51,1,10,1,22,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,44,OPP
2,1,36,2,8,1,18,NO HUDDLE,PASS,DEEP RIGHT,,10,OPP
2,2,0,1,10,0,2,UNDER CENTER,RUSH,,LEFT GUARD,12,OPP
2,2,13,3,4,1,10,SHOTGUN,PASS,SHORT LEFT,,22,OPP
2,2,59,2,10,0,6,UNDER CENTER,PASS,SHORT LEFT,,28,OPP
2,3,2,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,28,OPP
2,3,46,3,1,1,2,NO HUDDLE,RUSH,,RIGHT GUARD,30,OPP
2,4,12,2,7,0,6,UNDER CENTER,RUSH,,RIGHT GUARD,36,OPP
2,4,48,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,39,OPP
2,6,20,2,10,0,0,SHOTGUN,PASS,SHORT LEFT,,46,OPP
2,6,23,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,46,OPP
2,7,28,4,2,0,0,FIELD GOAL,FIELD GOAL,,,2,OPP
2,7,32,3,2,0,0,SHOTGUN,PASS,SHORT LEFT,,2,OPP
2,8,17,2,4,0,2,UNDER CENTER,SCRAMBLE,,,4,OPP
2,8,51,1,8,0,4,SHOTGUN,RUSH,,RIGHT GUARD,8,OPP
2,9,23,2,17,1,19,UNDER CENTER,PASS,SHORT RIGHT,,27,OPP
2,10,6,1,10,0,-7,SHOTGUN,RUSH,,LEFT TACKLE,20,OPP
2,10,49,4,8,0,0,FIELD GOAL,FIELD GOAL,,,20,OPP
2,10,54,3,8,0,0,SHOTGUN,PASS,DEEP LEFT,,20,OPP
2,11,38,2,6,0,-2,SHOTGUN,SACK,,,18,OPP
2,12,19,1,10,0,4,UNDER CENTER,RUSH,,RIGHT TACKLE,22,OPP
2,12,39,2,3,1,23,SHOTGUN,RUSH,,LEFT GUARD,45,OPP
2,14,54,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,15,0,1,10,1,31,UNDER CENTER,PASS,DEEP RIGHT,,31,OPP
1,1,25,4,9,0,0,PUNT,PUNT,,,39,OPP
1,1,30,3,9,0,0,SHOTGUN,PASS,SHORT MIDDLE,,39,OPP
2,3,36,3,4,1,11,SHOTGUN,PASS,SHORT LEFT,,40,OPP
2,4,18,2,6,0,2,UNDER CENTER,RUSH,,LEFT GUARD,42,OPP
2,4,43,1,10,0,4,SHOTGUN,PASS,SHORT LEFT,,46,OPP
2,6,47,4,9,0,0,UNDER CENTER,PUNT,,,46,OPP
2,6,52,3,9,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,46,OPP
2,7,25,2,9,0,0,UNDER CENTER,RUSH,,RIGHT TACKLE,46,OPP
2,8,6,1,10,0,1,SHOTGUN,SCRAMBLE,,,47,OPP
2,12,17,4,6,0,0,PUNT,PUNT,,,43,OPP
2,12,53,3,10,0,4,SHOTGUN,SCRAMBLE,,,47,OPP
2,13,36,2,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,47,OPP
2,13,41,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,47,OPP
2,15,0,4,15,0,0,FIELD GOAL,FIELD GOAL,,,32,OPP
1,0,36,3,7,0,-8,SHOTGUN,SACK,,,24,OPP
1,0,42,2,7,0,0,UNDER CENTER,PASS,DEEP LEFT,,24,OPP
1,1,11,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,27,OPP
1,1,50,2,5,1,14,UNDER CENTER,PASS,SHORT MIDDLE,,41,OPP
1,2,29,1,10,0,5,SHOTGUN,PASS,SHORT LEFT,,46,OPP
1,3,16,4,2,0,1,UNDER CENTER,RUSH,,CENTER,31,OPP
1,3,59,3,10,0,8,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,39,OPP
1,4,10,2,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,39,OPP
1,4,16,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,39,OPP
1,4,55,4,1,1,2,NO HUDDLE,RUSH,,CENTER,41,OPP
1,5,22,3,9,0,8,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,49,OPP
1,6,34,1,10,0,-5,SHOTGUN,SACK,,,50,OPP
2,0,45,4,5,0,0,FIELD GOAL,FIELD GOAL,,,36,OPP
2,0,50,3,5,0,0,SHOTGUN,PASS,DEEP RIGHT,,36,OPP
2,11,29,1,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,27,OPP
1,2,35,4,1,0,0,UNDER CENTER,,,,22,OPP
2,2,2,1,10,0,8,SHOTGUN,PASS,SHORT LEFT,,42,OPP
2,5,16,2,10,0,11,SHOTGUN,PASS,SHORT RIGHT,,49,OPP
2,5,53,1,10,0,0,UNDER CENTER,RUSH,,LEFT TACKLE,49,OPP
4,1,59,3,6,0,3,UNDER CENTER,RUSH,,LEFT GUARD,25,OPP
4,2,5,2,7,0,1,UNDER CENTER,SCRAMBLE,,,26,OPP
4,2,11,1,10,0,3,UNDER CENTER,RUSH,,RIGHT GUARD,29,OPP
4,2,55,3,6,1,12,SHOTGUN,PASS,SHORT RIGHT,,41,OPP
4,3,38,2,9,0,3,UNDER CENTER,RUSH,,RIGHT GUARD,44,OPP
4,4,21,1,10,0,1,UNDER CENTER,RUSH,,LEFT GUARD,45,OPP
4,0,30,1,4,0,0,UNDER CENTER,QB KNEEL,,,4,OPP
4,1,14,4,4,1,17,UNDER CENTER,RUSH,,RIGHT TACKLE,21,OPP
4,2,0,3,9,0,5,UNDER CENTER,RUSH,,LEFT END,26,OPP
4,2,35,2,8,0,-1,UNDER CENTER,RUSH,,LEFT END,25,OPP
4,3,20,1,10,0,2,UNDER CENTER,RUSH,,CENTER,27,OPP
4,4,13,4,12,0,0,FIELD GOAL,FIELD GOAL,,,27,OPP
4,4,20,3,16,0,4,SHOTGUN,RUSH,,RIGHT GUARD,31,OPP
4,4,31,2,17,0,1,UNDER CENTER,RUSH,,CENTER,32,OPP
4,5,15,1,20,0,3,UNDER CENTER,RUSH,,CENTER,35,OPP
4,5,43,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,25,OPP
4,6,28,2,4,1,19,UNDER CENTER,RUSH,,RIGHT END,44,OPP
4,7,5,1,10,0,6,UNDER CENTER,RUSH,,RIGHT END,50,OPP
4,9,8,4,12,0,0,SHOTGUN,PASS,DEEP MIDDLE,,27,OPP
4,9,52,3,8,0,-4,SHOTGUN,SACK,,,23,OPP
4,10,34,2,14,0,6,SHOTGUN,RUSH,,RIGHT TACKLE,29,OPP
4,11,1,1,20,0,6,SHOTGUN,PASS,SHORT RIGHT,,35,OPP
4,11,22,1,10,0,13,SHOTGUN,RUSH,,RIGHT TACKLE,25,OPP
4,11,58,3,14,1,17,SHOTGUN,PASS,DEEP RIGHT,,42,OPP
4,12,23,3,4,0,4,SHOTGUN,PASS,SHORT LEFT,,32,OPP
4,13,3,2,10,0,6,UNDER CENTER,RUSH,,RIGHT GUARD,38,OPP
4,13,9,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,38,OPP
3,0,15,4,2,0,-9,SHOTGUN,SACK,,,3,OPP
3,0,20,3,2,0,0,SHOTGUN,PASS,SHORT RIGHT,,3,OPP
3,1,2,2,7,0,5,UNDER CENTER,RUSH,,RIGHT GUARD,8,OPP
3,1,39,1,10,0,3,UNDER CENTER,PASS,SHORT RIGHT,,11,OPP
3,1,45,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,16,OPP
3,2,29,3,1,1,2,UNDER CENTER,RUSH,,LEFT GUARD,18,OPP
3,3,10,2,10,0,9,SHOTGUN,PASS,SHORT RIGHT,,27,OPP
3,3,16,1,10,0,0,UNDER CENTER,PASS,SHORT MIDDLE,,27,OPP
3,4,52,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,4,58,1,9,1,9,UNDER CENTER,PASS,SHORT MIDDLE,,9,OPP
3,5,32,2,10,1,41,UNDER CENTER,RUSH,,RIGHT TACKLE,50,OPP
3,6,20,1,10,0,0,UNDER CENTER,NO PLAY,,,50,OPP
4,10,37,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,10,42,1,10,1,12,SHOTGUN,PASS,SHORT MIDDLE,,12,OPP
4,11,20,3,3,1,15,SHOTGUN,PASS,SHORT RIGHT,,27,OPP
4,11,55,2,3,0,0,UNDER CENTER,RUSH,,LEFT GUARD,27,OPP
4,12,39,1,10,0,7,UNDER CENTER,RUSH,,RIGHT END,34,OPP
4,13,15,3,1,1,13,UNDER CENTER,PASS,SHORT RIGHT,,47,OPP
3,5,3,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,5,6,3,2,1,2,SHOTGUN,RUSH,,RIGHT GUARD,2,OPP
3,5,9,2,2,0,0,UNDER CENTER,PASS,SHORT RIGHT,,2,OPP
3,5,13,1,2,0,0,UNDER CENTER,PASS,SHORT LEFT,,2,OPP
3,5,35,1,10,1,12,SHOTGUN,PASS,SHORT MIDDLE,,14,OPP
3,6,14,3,2,1,3,SHOTGUN,RUSH,,RIGHT GUARD,17,OPP
3,6,55,2,7,0,5,UNDER CENTER,RUSH,,LEFT END,22,OPP
3,7,36,1,10,0,3,UNDER CENTER,SCRAMBLE,,,25,OPP
3,8,18,4,1,1,14,UNDER CENTER,PASS,SHORT LEFT,,39,OPP
3,9,3,3,1,0,0,UNDER CENTER,RUSH,,LEFT GUARD,39,OPP
3,9,29,2,5,0,4,UNDER CENTER,RUSH,,RIGHT GUARD,43,OPP
3,10,9,1,10,0,5,SHOTGUN,SCRAMBLE,,,48,OPP
3,13,44,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,13,50,2,10,1,33,SHOTGUN,PASS,DEEP MIDDLE,,33,OPP
3,14,25,1,10,0,0,UNDER CENTER,RUSH,,LEFT GUARD,33,OPP
2,0,32,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,0,37,2,9,1,9,UNDER CENTER,PASS,SHORT LEFT,,9,OPP
2,1,18,1,10,0,1,UNDER CENTER,RUSH,,LEFT GUARD,10,OPP
2,2,0,1,10,1,26,UNDER CENTER,PASS,DEEP LEFT,,36,OPP
2,7,48,1,10,0,1,UNDER CENTER,RUSH,,RIGHT GUARD,30,OPP
2,8,22,1,10,1,18,UNDER CENTER,RUSH,,LEFT END,48,OPP
2,10,13,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,0,14,4,10,0,0,FIELD GOAL,FIELD GOAL,,,30,OPP
4,0,20,3,10,0,0,SHOTGUN,PASS,DEEP LEFT,,30,OPP
4,0,54,2,7,0,-3,SHOTGUN,SACK,,,27,OPP
4,1,3,1,10,0,3,SHOTGUN,PASS,SHORT RIGHT,,30,OPP
4,1,35,3,1,1,5,SHOTGUN,RUSH,,RIGHT TACKLE,35,OPP
4,1,56,2,6,0,5,SHOTGUN,RUSH,,RIGHT GUARD,40,OPP
4,2,3,1,10,0,4,NO HUDDLE SHOTGUN,RUSH,,LEFT TACKLE,44,OPP
4,2,41,4,7,0,0,FIELD GOAL,FIELD GOAL,,,15,OPP
4,3,27,3,5,0,-2,SHOTGUN,PASS,SHORT LEFT,,13,OPP
4,4,12,2,6,0,1,SHOTGUN,RUSH,,CENTER,14,OPP
4,4,52,1,10,0,4,SHOTGUN,RUSH,,CENTER,18,OPP
4,5,24,2,9,0,21,SHOTGUN,SCRAMBLE,,,44,OPP
4,6,5,1,10,0,1,SHOTGUN,RUSH,,LEFT GUARD,45,OPP
4,7,24,4,12,0,0,PUNT,PUNT,,,46,OPP
4,7,46,2,7,0,0,UNDER CENTER,PASS,DEEP LEFT,,41,OPP
4,8,28,1,10,0,3,NO HUDDLE SHOTGUN,RUSH,,LEFT GUARD,44,OPP
4,11,42,4,6,0,0,FIELD GOAL,FIELD GOAL,,,8,OPP
4,12,26,3,12,0,6,SHOTGUN,PASS,SHORT MIDDLE,,14,OPP
4,12,51,2,17,0,5,SHOTGUN,PASS,SHORT LEFT,,19,OPP
4,12,59,2,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,9,OPP
4,13,40,1,10,0,3,SHOTGUN,PASS,SHORT MIDDLE,,12,OPP
4,14,21,2,5,1,7,SHOTGUN,RUSH,,LEFT END,19,OPP
4,15,0,1,10,0,5,SHOTGUN,SCRAMBLE,,,24,OPP
3,0,24,1,10,1,23,SHOTGUN,PASS,SHORT LEFT,,47,OPP
3,3,42,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,3,45,1,1,1,1,UNDER CENTER,RUSH,,LEFT GUARD,1,OPP
3,4,32,2,6,1,14,SHOTGUN,PASS,SHORT LEFT,,15,OPP
3,5,22,1,10,0,-8,SHOTGUN,PASS,SHORT MIDDLE,,19,OPP
3,5,51,3,8,1,13,SHOTGUN,PASS,SHORT RIGHT,,32,OPP
3,5,56,2,8,0,0,SHOTGUN,PASS,SHORT LEFT,,32,OPP
3,6,34,1,10,0,2,SHOTGUN,RUSH,,RIGHT GUARD,34,OPP
3,6,38,2,4,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,41,OPP
3,7,17,1,10,0,6,SHOTGUN,RUSH,,RIGHT GUARD,47,OPP
2,10,20,1,10,1,14,UNDER CENTER,PASS,SHORT LEFT,,14,OPP
2,10,57,3,2,1,2,UNDER CENTER,RUSH,,LEFT TACKLE,16,OPP
2,11,21,2,7,0,5,SHOTGUN,SCRAMBLE,,,21,OPP
2,12,6,1,10,0,3,SHOTGUN,RUSH,,LEFT TACKLE,24,OPP
2,12,53,1,10,1,18,UNDER CENTER,PASS,SHORT MIDDLE,,42,OPP
1,0,10,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,0,18,2,16,1,26,SHOTGUN,PASS,SHORT LEFT,,26,OPP
1,1,4,1,10,0,-6,UNDER CENTER,SACK,,,20,OPP
1,4,2,4,6,0,0,FIELD GOAL,FIELD GOAL,,,11,OPP
1,4,7,3,6,0,0,SHOTGUN,PASS,SHORT RIGHT,,11,OPP
1,4,43,2,8,0,2,SHOTGUN,RUSH,,LEFT GUARD,13,OPP
4,6,24,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,6,29,3,9,1,12,SHOTGUN,PASS,SHORT LEFT,,12,OPP
4,6,37,2,9,0,0,UNDER CENTER,PASS,SHORT LEFT,,12,OPP
4,7,19,1,10,0,1,UNDER CENTER,RUSH,,LEFT END,13,OPP
4,8,3,1,10,1,24,UNDER CENTER,RUSH,,LEFT GUARD,37,OPP
4,8,47,2,10,1,10,SHOTGUN,PASS,SHORT MIDDLE,,47,OPP
4,9,23,1,10,0,0,SHOTGUN,RUSH,,CENTER,47,OPP
4,11,24,0,0,1,0,UNDER CENTER,TWO-POINT CONVERSION,,,2,OPP
4,11,26,3,1,1,1,UNDER CENTER,RUSH,,CENTER,1,OPP
4,12,13,2,1,0,0,SHOTGUN,RUSH,,LEFT GUARD,1,OPP
4,12,54,1,1,0,0,UNDER CENTER,RUSH,,LEFT GUARD,1,OPP
4,13,5,4,2,1,7,UNDER CENTER,PASS,SHORT MIDDLE,,8,OPP
4,13,44,3,12,0,10,SHOTGUN,PASS,SHORT LEFT,,18,OPP
4,13,48,2,12,0,0,SHOTGUN,PASS,SHORT RIGHT,,18,OPP
4,14,12,2,7,0,7,UNDER CENTER,PASS,SHORT MIDDLE,,13,OPP
4,14,49,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,16,OPP
3,13,49,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,1,1,4,2,0,0,FIELD GOAL,FIELD GOAL,,,17,OPP
2,1,11,3,6,0,3,SHOTGUN,PASS,SHORT LEFT,,21,OPP
2,1,17,2,10,0,4,SHOTGUN,RUSH,,CENTER,25,OPP
2,1,24,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,25,OPP
2,1,30,2,6,1,14,SHOTGUN,PASS,SHORT LEFT,,39,OPP
2,2,0,1,10,0,4,SHOTGUN,PASS,SHORT LEFT,,43,OPP
2,3,5,4,24,0,0,FIELD GOAL,FIELD GOAL,,,38,OPP
2,3,6,3,24,0,0,SHOTGUN,PASS,SHORT RIGHT,,38,OPP
2,3,45,2,22,0,-2,SHOTGUN,PASS,SHORT RIGHT,,36,OPP
2,4,14,1,10,0,-9,NO HUDDLE SHOTGUN,SACK,,,24,OPP
2,6,7,0,0,1,0,UNDER CENTER,KICK OFF,,,50,OPP
2,6,7,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,6,13,3,5,0,11,SHOTGUN,PASS,SHORT LEFT,,11,OPP
2,6,56,2,4,0,-1,SHOTGUN,RUSH,,LEFT GUARD,10,OPP
2,7,38,1,10,0,6,UNDER CENTER,RUSH,,LEFT GUARD,16,OPP
2,8,27,2,8,1,30,SHOTGUN,PASS,DEEP RIGHT,,46,OPP
4,5,16,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,12,OPP
4,5,36,4,1,1,5,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,17,OPP
4,6,2,3,12,0,11,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,28,OPP
4,6,26,2,13,0,1,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,29,OPP
4,6,52,1,10,0,-3,NO HUDDLE SHOTGUN,SACK,,,26,OPP
4,7,59,4,11,0,0,FIELD GOAL,FIELD GOAL,,,11,OPP
4,8,41,3,11,0,0,SHOTGUN,RUSH,,RIGHT GUARD,11,OPP
4,8,48,2,11,0,0,SHOTGUN,PASS,SHORT MIDDLE,,11,OPP
4,9,29,1,7,0,-4,UNDER CENTER,RUSH,,LEFT END,7,OPP
4,9,32,1,5,0,0,UNDER CENTER,PASS,SHORT RIGHT,,12,OPP
4,9,55,1,10,0,1,UNDER CENTER,RUSH,,RIGHT GUARD,17,OPP
4,12,51,0,0,1,0,UNDER CENTER,TWO-POINT CONVERSION,,,2,OPP
4,12,56,2,1,1,10,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,10,OPP
4,13,18,1,10,0,9,SHOTGUN,PASS,SHORT MIDDLE,,19,OPP
1,1,49,3,20,0,10,SHOTGUN,PASS,SHORT MIDDLE,,39,OPP
1,2,33,2,17,0,-3,SHOTGUN,PASS,SHORT RIGHT,,36,OPP
1,2,57,2,7,0,9,UNDER CENTER,RUSH,,RIGHT TACKLE,26,OPP
1,3,34,1,10,0,3,SHOTGUN,PASS,SHORT MIDDLE,,29,OPP
2,0,13,4,1,0,0,FIELD GOAL,FIELD GOAL,,,14,OPP
2,0,18,3,1,0,0,SHOTGUN,PASS,SHORT LEFT,,14,OPP
2,0,27,2,3,0,2,SHOTGUN,PASS,SHORT RIGHT,,16,OPP
2,0,33,1,10,0,7,SHOTGUN,PASS,SHORT LEFT,,23,OPP
2,0,41,2,10,1,18,SHOTGUN,PASS,SHORT RIGHT,,41,OPP
2,0,46,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,41,OPP
2,0,55,3,3,0,3,SHOTGUN,PASS,SHORT LEFT,,46,OPP
2,1,0,2,3,0,0,SHOTGUN,PASS,SHORT RIGHT,,46,OPP
2,1,51,4,6,0,0,PUNT,PUNT,,,42,OPP
2,1,55,3,6,0,0,SHOTGUN,PASS,SHORT RIGHT,,42,OPP
2,2,4,2,10,0,4,UNDER CENTER,SCRAMBLE,,,46,OPP
4,9,57,2,1,1,3,UNDER CENTER,RUSH,,CENTER,16,OPP
4,10,33,1,10,0,9,UNDER CENTER,RUSH,,RIGHT END,25,OPP
4,11,15,4,1,1,2,UNDER CENTER,RUSH,,CENTER,27,OPP
4,12,2,3,2,0,1,UNDER CENTER,RUSH,,CENTER,28,OPP
4,12,47,2,5,0,3,UNDER CENTER,RUSH,,CENTER,31,OPP
4,13,23,1,10,0,5,UNDER CENTER,RUSH,,CENTER,36,OPP
4,13,52,4,1,1,3,UNDER CENTER,RUSH,,RIGHT END,39,OPP
4,14,39,3,12,0,11,SHOTGUN,PASS,SHORT MIDDLE,,50,OPP
4,15,0,3,2,0,12,SHOTGUN,PASS,SHORT LEFT,,40,OPP
3,0,44,2,6,0,4,UNDER CENTER,RUSH,,LEFT GUARD,44,OPP
3,1,14,1,10,0,4,SHOTGUN,RUSH,,CENTER,48,OPP
3,2,30,4,7,0,0,PUNT,PUNT,,,41,OPP
3,2,35,3,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,41,OPP
3,3,18,2,14,0,7,SHOTGUN,PASS,SHORT LEFT,,48,OPP
3,4,5,1,12,0,-2,SHOTGUN,RUSH,,LEFT END,46,OPP
3,4,30,1,10,0,17,SHOTGUN,PASS,SHORT LEFT,,44,OPP
3,8,43,3,2,0,24,SHOTGUN,PASS,SHORT MIDDLE,,37,OPP
3,9,21,2,9,0,7,SHOTGUN,PASS,SHORT LEFT,,44,OPP
3,9,38,2,4,0,0,UNDER CENTER,NO PLAY,,,39,OPP
3,10,9,1,10,0,6,SHOTGUN,RUSH,,RIGHT GUARD,45,OPP
3,4,35,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,4,42,1,10,1,14,UNDER CENTER,RUSH,,RIGHT TACKLE,14,OPP
3,5,27,2,7,1,31,UNDER CENTER,PASS,SHORT MIDDLE,,45,OPP
3,6,6,1,10,0,3,UNDER CENTER,RUSH,,CENTER,48,OPP
3,7,45,4,13,0,0,PUNT,PUNT,,,50,OPP
3,7,53,3,13,0,0,SHOTGUN,PASS,SHORT LEFT,,50,OPP
3,9,3,2,11,0,2,SHOTGUN,PASS,SHORT MIDDLE,,48,OPP
3,9,44,1,10,0,-1,UNDER CENTER,RUSH,,RIGHT END,47,OPP
1,2,51,3,9,1,9,SHOTGUN,PASS,SHORT MIDDLE,,30,OPP
1,3,12,3,4,0,0,NO HUDDLE SHOTGUN,NO PLAY,,,25,OPP
1,3,44,2,15,0,11,SHOTGUN,PASS,SHORT MIDDLE,,36,OPP
1,3,49,2,5,0,0,UNDER CENTER,PASS,DEEP RIGHT,,26,OPP
1,4,25,1,10,0,5,SHOTGUN,PASS,SHORT RIGHT,,31,OPP
1,4,58,1,10,1,12,UNDER CENTER,PASS,SHORT MIDDLE,,43,OPP
1,7,9,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,7,13,2,6,1,6,SHOTGUN,PASS,SHORT MIDDLE,,6,OPP
1,7,37,1,9,0,3,UNDER CENTER,RUSH,,RIGHT GUARD,9,OPP
1,8,7,1,10,1,15,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,24,OPP
1,8,37,1,10,1,22,UNDER CENTER,PASS,SHORT MIDDLE,,46,OPP
1,9,26,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,0,34,2,11,0,0,UNDER CENTER,QB KNEEL,,,20,OPP
4,1,5,1,10,0,0,UNDER CENTER,QB KNEEL,,,19,OPP
4,1,50,3,3,1,5,UNDER CENTER,RUSH,,LEFT END,24,OPP
4,1,55,2,6,0,3,UNDER CENTER,RUSH,,CENTER,27,OPP
4,2,0,1,10,0,4,UNDER CENTER,RUSH,,LEFT TACKLE,31,OPP
4,2,9,1,10,1,19,UNDER CENTER,RUSH,,LEFT END,50,OPP
4,6,35,4,4,0,0,FIELD GOAL,FIELD GOAL,,,35,OPP
4,6,40,3,4,0,0,SHOTGUN,PASS,SHORT LEFT,,35,OPP
4,7,20,2,8,0,4,UNDER CENTER,RUSH,,LEFT TACKLE,39,OPP
4,8,2,1,10,0,2,SHOTGUN,RUSH,,LEFT END,41,OPP
4,9,46,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,9,49,3,3,1,7,SHOTGUN,PASS,SHORT MIDDLE,,7,OPP
4,10,27,2,10,0,7,UNDER CENTER,RUSH,,RIGHT GUARD,14,OPP
4,12,27,4,15,0,0,FIELD GOAL,FIELD GOAL,,,15,OPP
4,12,34,3,11,0,1,SHOTGUN,SCRAMBLE,,,11,OPP
2,6,11,1,10,1,21,UNDER CENTER,PASS,SHORT RIGHT,,46,OPP
2,11,16,4,12,0,0,FIELD GOAL,FIELD GOAL,,,14,OPP
2,11,23,3,12,0,0,SHOTGUN,PASS,SHORT RIGHT,,14,OPP
2,11,31,2,12,0,0,SHOTGUN,PASS,SHORT RIGHT,,14,OPP
2,12,15,1,10,0,-2,UNDER CENTER,RUSH,,LEFT END,12,OPP
2,14,8,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,14,19,3,18,1,27,SHOTGUN,PASS,DEEP RIGHT,,27,OPP
2,14,57,2,10,0,-8,SHOTGUN,SACK,,,19,OPP
2,15,0,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,19,OPP
1,0,20,2,16,1,18,SHOTGUN,PASS,DEEP MIDDLE,,37,OPP
1,1,2,1,10,0,-6,SHOTGUN,RUSH,,RIGHT END,31,OPP
1,1,37,3,7,1,17,SHOTGUN,PASS,SHORT RIGHT,,48,OPP
1,1,42,2,7,1,13,UNDER CENTER,PASS,SHORT LEFT,,48,OPP
1,3,44,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,3,47,2,1,1,1,UNDER CENTER,SCRAMBLE,,,1,OPP
1,4,13,1,11,0,10,UNDER CENTER,RUSH,,LEFT TACKLE,11,OPP
1,4,18,1,2,0,2,SHOTGUN,RUSH,,CENTER,2,OPP
1,4,30,1,6,0,2,NO HUDDLE,RUSH,,RIGHT GUARD,6,OPP
1,5,4,1,10,1,30,UNDER CENTER,RUSH,,CENTER,36,OPP
1,5,47,2,1,1,2,NO HUDDLE,RUSH,,CENTER,38,OPP
1,6,18,1,10,0,9,UNDER CENTER,PASS,SHORT RIGHT,,47,OPP
1,9,5,4,8,0,0,FIELD GOAL,FIELD GOAL,,,11,OPP
1,9,27,3,21,0,13,SHOTGUN,PASS,SHORT RIGHT,,24,OPP
1,9,27,3,16,0,0,SHOTGUN,NO PLAY,,,19,OPP
1,9,33,2,16,0,0,SHOTGUN,PASS,DEEP LEFT,,19,OPP
1,9,39,2,6,0,0,SHOTGUN,PASS,SHORT LEFT,,9,OPP
1,10,17,1,10,0,4,SHOTGUN,PASS,SHORT LEFT,,13,OPP
1,10,53,2,8,1,28,SHOTGUN,PASS,DEEP RIGHT,,41,OPP
1,11,33,1,10,0,2,SHOTGUN,PASS,SHORT LEFT,,43,OPP
1,12,18,3,3,1,3,SHOTGUN,RUSH,,LEFT GUARD,46,OPP
1,12,50,2,5,0,2,SHOTGUN,PASS,SHORT LEFT,,48,OPP
4,1,44,4,10,0,0,FIELD GOAL,FIELD GOAL,,,15,OPP
4,1,44,4,5,0,0,UNDER CENTER,NO PLAY,,,10,OPP
