Quarter,Minute,Second,Down,ToGo,SeriesFirstDown,Yards,Formation,PlayType,PassType,RushDirection,YardLineFixed,YardLineDirection
1,8,11,2,14,0,0,SHOTGUN,PASS,SHORT MIDDLE,,48,OWN
1,8,7,3,14,0,8,SHOTGUN,PASS,SHORT LEFT,,48,OWN
1,7,26,1,10,0,9,UNDER CENTER,RUSH,,CENTER,16,OWN
1,6,52,2,1,1,13,UNDER CENTER,RUSH,,LEFT GUARD,25,OWN
1,6,18,1,10,0,0,UNDER CENTER,RUSH,,RIGHT END,38,OWN
1,5,37,2,10,0,4,SHOTGUN,RUSH,,RIGHT GUARD,38,OWN
1,5,0,3,6,0,0,SHOTGUN,PASS,SHORT MIDDLE,,42,OWN
1,4,54,4,6,0,0,PUNT,PUNT,,,42,OWN
1,4,48,1,10,0,20,UNDER CENTER,PASS,DEEP RIGHT,,18,OWN
1,4,21,1,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,38,OWN
1,4,16,2,10,0,3,SHOTGUN,RUSH,,LEFT TACKLE,38,OWN
1,3,39,3,7,1,30,SHOTGUN,PASS,DEEP LEFT,,41,OWN
1,2,39,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
1,0,34,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,0,28,1,10,0,0,UNDER CENTER,PASS,SHORT LEFT,,23,OWN
2,2,31,1,10,0,2,SHOTGUN,RUSH,,CENTER,35,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,2,8,1,22,SHOTGUN,PASS,SHORT MIDDLE,,37,OWN
2,1,26,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,16,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,4,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,4,4,34,0,0,PUNT,PUNT,,,48,OWN
2,0,52,1,10,0,4,SHOTGUN,RUSH,,RIGHT GUARD,7,OWN
2,0,16,2,6,0,4,SHOTGUN,RUSH,,RIGHT GUARD,11,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,14,54,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,27,OWN
3,14,16,2,7,1,10,SHOTGUN,RUSH,,LEFT GUARD,30,OWN
3,13,37,1,10,0,-3,UNDER CENTER,RUSH,,LEFT GUARD,40,OWN
3,12,54,2,13,0,2,UNDER CENTER,RUSH,,RIGHT GUARD,37,OWN
3,12,11,3,11,0,2,SHOTGUN,PASS,SHORT RIGHT,,39,OWN
3,11,23,4,9,0,0,PUNT,PUNT,,,41,OWN
3,11,11,1,10,0,0,SHOTGUN,RUSH,,LEFT GUARD,20,OWN
3,10,38,2,10,1,11,SHOTGUN,RUSH,,CENTER,20,OWN
3,9,56,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,31,OWN
3,9,51,2,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,31,OWN
4,5,46,1,10,0,8,SHOTGUN,PASS,SHORT RIGHT,,26,OWN
4,4,58,2,2,1,3,SHOTGUN,RUSH,,RIGHT GUARD,34,OWN
4,4,12,1,10,1,63,SHOTGUN,RUSH,,LEFT GUARD,37,OWN
4,4,1,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,3,55,1,10,0,4,UNDER CENTER,RUSH,,RIGHT GUARD,30,OWN
4,3,16,2,6,0,1,SHOTGUN,RUSH,,RIGHT GUARD,34,OWN
4,2,40,3,5,0,0,SHOTGUN,PASS,SHORT MIDDLE,,35,OWN
4,2,36,4,5,0,-10,SHOTGUN,SACK,,,35,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,1,10,0,7,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
2,1,40,2,3,0,-9,SHOTGUN,SACK,,,32,OWN
2,1,11,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,11,3,12,0,0,SHOTGUN,PASS,DEEP RIGHT,,23,OWN
2,1,4,4,12,0,0,PUNT,PUNT,,,23,OWN
2,0,57,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,23,OWN
2,0,46,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,42,OWN
2,0,33,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,28,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,17,1,10,1,12,SHOTGUN,PASS,SHORT RIGHT,,39,OWN
2,0,12,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,14,56,1,10,1,10,SHOTGUN,PASS,SHORT RIGHT,,23,OWN
3,14,39,1,10,0,4,UNDER CENTER,RUSH,,CENTER,33,OWN
3,14,3,2,6,0,2,UNDER CENTER,RUSH,,LEFT TACKLE,37,OWN
3,13,24,3,4,0,0,SHOTGUN,NO PLAY,,,39,OWN
3,13,2,3,9,0,13,SHOTGUN,PASS,SHORT LEFT,,34,OWN
3,12,43,3,19,1,31,SHOTGUN,PASS,SHORT RIGHT,,24,OWN
3,8,46,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,8,46,1,10,0,-2,SHOTGUN,RUSH,,RIGHT END,25,OWN
3,8,19,2,12,0,5,SHOTGUN,PASS,SHORT RIGHT,,23,OWN
3,7,39,3,7,1,12,SHOTGUN,PASS,SHORT RIGHT,,28,OWN
3,6,54,1,10,0,0,SHOTGUN,RUSH,,LEFT END,40,OWN
3,6,13,2,10,0,0,SHOTGUN,PASS,DEEP LEFT,,40,OWN
3,6,7,3,10,1,10,SHOTGUN,PASS,SHORT RIGHT,,40,OWN
3,3,53,1,10,1,18,UNDER CENTER,RUSH,,RIGHT END,44,OWN
3,0,58,1,10,0,5,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
3,0,29,2,5,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,30,OWN
3,0,22,3,5,0,0,SHOTGUN,PASS,SHORT RIGHT,,30,OWN
3,0,18,4,5,0,0,PUNT,PUNT,,,30,OWN
4,14,52,1,10,0,5,UNDER CENTER,RUSH,,CENTER,36,OWN
4,14,11,2,5,1,48,SHOTGUN,RUSH,,CENTER,41,OWN
4,12,46,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,12,42,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,12,42,1,10,0,5,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
4,12,13,2,5,1,8,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,30,OWN
4,11,40,1,10,0,20,SHOTGUN,PASS,SHORT LEFT,,38,OWN
4,11,20,1,20,0,35,SHOTGUN,PASS,DEEP LEFT,,28,OWN
4,10,48,1,30,0,7,SHOTGUN,PASS,SHORT RIGHT,,18,OWN
4,10,23,2,23,0,7,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,9,51,3,16,0,9,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,32,OWN
4,9,15,4,7,0,0,PUNT,PUNT,,,41,OWN
4,9,8,1,10,1,17,SHOTGUN,RUSH,,LEFT END,12,OWN
4,8,23,1,10,0,6,UNDER CENTER,RUSH,,RIGHT END,29,OWN
4,7,35,2,4,0,2,UNDER CENTER,RUSH,,CENTER,35,OWN
4,6,49,3,2,1,8,UNDER CENTER,RUSH,,CENTER,37,OWN
4,6,2,1,10,0,1,UNDER CENTER,RUSH,,LEFT END,45,OWN
4,5,21,2,9,0,3,SHOTGUN,RUSH,,RIGHT END,46,OWN
4,4,34,3,6,0,0,SHOTGUN,PASS,DEEP RIGHT,,49,OWN
4,4,28,1,10,0,8,SHOTGUN,PASS,SHORT MIDDLE,,10,OWN
4,3,53,2,2,1,4,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,18,OWN
4,3,49,1,10,0,-8,SHOTGUN,SACK,,,22,OWN
4,3,14,2,18,0,6,SHOTGUN,PASS,SHORT MIDDLE,,14,OWN
4,2,45,3,12,0,24,NO HUDDLE SHOTGUN,PASS,DEEP LEFT,,20,OWN
4,2,38,1,10,0,9,SHOTGUN,PASS,SHORT LEFT,,44,OWN
4,0,59,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,55,1,10,0,0,UNDER CENTER,QB KNEEL,,,11,OWN
4,0,35,2,11,0,0,UNDER CENTER,QB KNEEL,,,10,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,1,22,UNDER CENTER,RUSH,,LEFT TACKLE,25,OWN
1,14,21,1,10,0,6,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,47,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,0,1,UNDER CENTER,RUSH,,CENTER,25,OWN
1,14,22,2,9,0,0,SHOTGUN,PASS,SHORT LEFT,,26,OWN
1,14,16,3,9,1,14,SHOTGUN,PASS,SHORT LEFT,,26,OWN
1,13,42,1,10,1,34,UNDER CENTER,PASS,DEEP LEFT,,40,OWN
1,11,39,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,11,39,1,10,0,2,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
1,11,17,2,8,0,4,NO HUDDLE SHOTGUN,RUSH,,RIGHT TACKLE,27,OWN
1,10,55,3,4,0,-5,UNDER CENTER,PASS,SHORT RIGHT,,31,OWN
1,6,34,1,10,0,7,UNDER CENTER,RUSH,,RIGHT TACKLE,28,OWN
1,5,56,2,3,0,0,UNDER CENTER,PASS,SHORT LEFT,,35,OWN
1,5,51,3,3,0,-13,SHOTGUN,SACK,,,35,OWN
1,5,7,4,16,0,0,PUNT,PUNT,,,22,OWN
1,3,35,1,10,0,-1,SHOTGUN,PASS,SHORT RIGHT,,20,OWN
1,2,49,2,11,1,11,UNDER CENTER,PASS,SHORT RIGHT,,19,OWN
1,2,2,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,30,OWN
1,1,56,2,10,0,0,SHOTGUN,PASS,DEEP LEFT,,30,OWN
1,1,50,3,10,0,-9,SHOTGUN,SACK,,,30,OWN
1,1,18,4,19,0,0,PUNT,PUNT,,,21,OWN
1,0,59,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,0,59,1,10,0,2,UNDER CENTER,RUSH,,CENTER,25,OWN
1,0,21,2,8,1,17,SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,15,0,1,10,0,7,UNDER CENTER,RUSH,,LEFT END,44,OWN
2,10,42,1,10,1,19,UNDER CENTER,PASS,DEEP MIDDLE,,20,OWN
2,9,55,1,10,0,12,SHOTGUN,PASS,SHORT LEFT,,39,OWN
2,5,42,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,5,36,1,10,0,4,UNDER CENTER,RUSH,,LEFT GUARD,26,OWN
2,5,15,2,6,0,0,NO HUDDLE SHOTGUN,NO PLAY,,,30,OWN
2,4,56,2,11,0,13,SHOTGUN,PASS,SHORT LEFT,,25,OWN
2,4,29,2,24,0,3,SHOTGUN,RUSH,,CENTER,12,OWN
2,3,51,3,21,0,5,SHOTGUN,PASS,SHORT LEFT,,15,OWN
2,3,7,4,16,0,0,PUNT,PUNT,,,20,OWN
2,2,57,1,10,1,13,SHOTGUN,PASS,SHORT MIDDLE,,29,OWN
2,2,39,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,42,OWN
2,2,35,2,10,0,9,SHOTGUN,PASS,SHORT LEFT,,42,OWN
2,2,6,2,15,1,18,SHOTGUN,PASS,SHORT RIGHT,,37,OWN
2,1,59,0,0,1,0,UNDER CENTER,,,,0,OWN
4,0,24,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,24,4,14,0,0,PUNT,PUNT,,,10,OWN
4,0,17,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,46,OWN
4,0,11,2,10,0,3,SHOTGUN,PASS,SHORT LEFT,,46,OWN
4,0,7,3,7,0,6,SHOTGUN,PASS,SHORT LEFT,,49,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,0,1,UNDER CENTER,RUSH,,LEFT GUARD,25,OWN
1,14,19,2,9,0,-1,UNDER CENTER,RUSH,,RIGHT TACKLE,26,OWN
1,13,45,3,10,1,16,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
1,12,58,1,10,0,0,UNDER CENTER,NO PLAY,,,41,OWN
1,12,38,1,5,0,0,UNDER CENTER,PASS,SHORT LEFT,,46,OWN
1,12,33,2,5,0,0,UNDER CENTER,PASS,SHORT RIGHT,,46,OWN
1,12,27,3,5,0,7,SHOTGUN,PASS,SHORT MIDDLE,,46,OWN
1,8,19,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,8,19,1,10,0,3,UNDER CENTER,RUSH,,RIGHT TACKLE,25,OWN
1,7,41,2,7,0,5,SHOTGUN,PASS,SHORT RIGHT,,28,OWN
1,7,3,3,2,0,-7,SHOTGUN,SACK,,,33,OWN
1,6,24,4,9,0,0,PUNT,PUNT,,,26,OWN
1,6,17,1,10,1,30,SHOTGUN,PASS,SHORT MIDDLE,,17,OWN
1,5,48,1,10,0,0,UNDER CENTER,NO PLAY,,,47,OWN
1,3,40,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
1,2,3,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,1,57,1,10,0,2,SHOTGUN,RUSH,,RIGHT TACKLE,29,OWN
1,1,26,2,8,0,2,UNDER CENTER,RUSH,,LEFT END,31,OWN
1,0,45,3,6,0,0,SHOTGUN,PASS,DEEP LEFT,,33,OWN
1,0,40,4,6,0,0,PUNT,PUNT,,,33,OWN
1,0,31,1,10,0,0,UNDER CENTER,RUSH,,RIGHT TACKLE,26,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,15,0,2,10,0,2,SHOTGUN,PASS,SHORT LEFT,,26,OWN
2,14,20,3,8,0,5,SHOTGUN,PASS,SHORT LEFT,,28,OWN
2,13,38,4,3,0,0,PUNT,PUNT,,,33,OWN
2,13,27,1,10,0,8,UNDER CENTER,PASS,SHORT LEFT,,40,OWN
2,12,50,2,2,1,13,SHOTGUN,PASS,SHORT RIGHT,,48,OWN
2,10,39,1,10,1,19,UNDER CENTER,PASS,SHORT MIDDLE,,8,OWN
2,10,11,1,10,0,0,NO HUDDLE,PASS,SHORT MIDDLE,,27,OWN
2,10,7,2,10,0,2,UNDER CENTER,RUSH,,LEFT GUARD,27,OWN
2,9,31,3,8,1,8,SHOTGUN,PASS,SHORT RIGHT,,29,OWN
2,8,44,1,10,0,7,UNDER CENTER,RUSH,,LEFT END,37,OWN
2,8,0,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,8,0,2,3,0,0,UNDER CENTER,RUSH,,RIGHT GUARD,44,OWN
2,7,24,3,3,0,0,SHOTGUN,PASS,SHORT LEFT,,44,OWN
2,7,18,4,3,0,0,PUNT,PUNT,,,44,OWN
2,1,53,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,53,2,16,0,0,SHOTGUN,PASS,SHORT LEFT,,49,OWN
2,1,49,3,16,0,48,SHOTGUN,PASS,DEEP MIDDLE,,49,OWN
2,1,34,0,0,0,0,UNDER CENTER,KICK OFF,,,35,OWN
2,1,27,1,10,0,6,SHOTGUN,PASS,SHORT LEFT,,8,OWN
2,1,22,2,4,0,0,SHOTGUN,PASS,SHORT RIGHT,,14,OWN
2,1,18,3,4,1,31,SHOTGUN,PASS,SHORT RIGHT,,14,OWN
2,1,9,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,9,1,10,0,-10,SHOTGUN,SACK,,,45,OWN
2,1,3,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,3,2,20,0,8,SHOTGUN,PASS,SHORT LEFT,,35,OWN
2,0,58,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,58,3,12,0,7,SHOTGUN,PASS,SHORT LEFT,,43,OWN
2,0,53,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,21,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,3,1,10,0,0,UNDER CENTER,QB KNEEL,,,21,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,14,55,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,24,OWN
2,0,52,1,10,1,10,SHOTGUN,PASS,SHORT MIDDLE,,23,OWN
2,0,34,1,10,1,14,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,33,OWN
2,0,29,1,10,0,-3,SHOTGUN,PASS,SHORT LEFT,,47,OWN
2,0,18,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,18,2,13,0,-10,SHOTGUN,SACK,,,44,OWN
2,0,13,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,13,3,23,0,6,SHOTGUN,PASS,SHORT LEFT,,34,OWN
2,0,9,4,17,0,0,PUNT,PUNT,,,40,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,0,9,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
3,14,37,2,1,1,2,NO HUDDLE SHOTGUN,RUSH,,LEFT GUARD,34,OWN
3,14,16,1,10,0,0,NO HUDDLE,PASS,SHORT MIDDLE,,36,OWN
3,14,10,2,10,0,9,UNDER CENTER,PASS,SHORT LEFT,,36,OWN
3,13,42,3,1,0,0,NO HUDDLE,RUSH,,CENTER,45,OWN
3,13,13,4,1,1,1,UNDER CENTER,RUSH,,CENTER,45,OWN
3,12,46,1,10,1,44,NO HUDDLE SHOTGUN,PASS,DEEP LEFT,,46,OWN
3,11,29,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,11,29,1,10,0,7,UNDER CENTER,RUSH,,RIGHT END,25,OWN
3,11,0,2,3,0,-5,UNDER CENTER,SACK,,,32,OWN
3,10,13,3,8,0,5,SHOTGUN,PASS,SHORT LEFT,,27,OWN
3,9,40,4,3,0,0,UNDER CENTER,PUNT,,,32,OWN
3,9,23,1,10,0,5,UNDER CENTER,SCRAMBLE,,,37,OWN
3,8,35,2,5,0,0,UNDER CENTER,NO PLAY,,,42,OWN
3,8,13,2,10,0,7,SHOTGUN,PASS,SHORT LEFT,,37,OWN
3,7,24,3,3,1,5,SHOTGUN,PASS,SHORT RIGHT,,44,OWN
3,6,41,1,10,0,-2,UNDER CENTER,RUSH,,RIGHT END,49,OWN
3,5,58,2,12,1,29,UNDER CENTER,PASS,DEEP LEFT,,47,OWN
3,4,23,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,4,23,1,10,0,2,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
3,4,2,2,8,0,7,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
3,3,42,3,1,0,0,NO HUDDLE,RUSH,,CENTER,34,OWN
3,3,2,4,1,1,2,UNDER CENTER,RUSH,,CENTER,34,OWN
3,2,30,1,10,0,5,SHOTGUN,PASS,SHORT LEFT,,36,OWN
3,2,16,2,5,0,-9,NO HUDDLE SHOTGUN,SACK,,,41,OWN
3,1,50,3,14,1,20,NO HUDDLE SHOTGUN,PASS,DEEP MIDDLE,,32,OWN
2,11,17,4,9,0,0,PUNT,PUNT,,,27,OWN
2,8,29,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,7,46,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,7,46,1,10,0,9,SHOTGUN,RUSH,,LEFT END,25,OWN
2,7,14,2,1,1,15,SHOTGUN,PASS,SHORT MIDDLE,,34,OWN
2,6,33,1,10,0,0,UNDER CENTER,PASS,SHORT LEFT,,49,OWN
2,6,26,2,10,0,1,SHOTGUN,RUSH,,CENTER,49,OWN
2,4,37,0,0,0,0,UNDER CENTER,KICK OFF,,,35,OWN
2,4,30,1,10,0,4,SHOTGUN,RUSH,,CENTER,15,OWN
2,4,8,1,17,1,22,SHOTGUN,PASS,SHORT RIGHT,,8,OWN
2,3,23,1,10,0,-6,SHOTGUN,RUSH,,RIGHT TACKLE,30,OWN
2,2,44,2,16,0,7,SHOTGUN,PASS,SHORT MIDDLE,,24,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,3,9,0,0,SHOTGUN,PASS,SHORT MIDDLE,,31,OWN
2,1,56,4,9,0,0,PUNT,PUNT,,,31,OWN
2,1,48,1,10,1,10,SHOTGUN,PASS,SHORT LEFT,,17,OWN
2,1,42,1,10,1,49,SHOTGUN,PASS,DEEP LEFT,,27,OWN
2,0,26,1,10,0,28,SHOTGUN,PASS,DEEP LEFT,,15,OWN
2,0,19,1,17,0,0,UNDER CENTER,QB KNEEL,,,8,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,0,2,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN
3,14,26,2,8,0,0,SHOTGUN,NO PLAY,,,27,OWN
3,14,9,2,3,1,6,SHOTGUN,RUSH,,CENTER,32,OWN
3,13,34,1,10,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,38,OWN
3,12,57,2,9,0,6,SHOTGUN,RUSH,,CENTER,39,OWN
3,12,18,3,3,1,11,SHOTGUN,PASS,SHORT LEFT,,45,OWN
3,9,15,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,9,15,1,10,1,33,UNDER CENTER,PASS,DEEP RIGHT,,25,OWN
3,5,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,4,54,1,10,0,4,SHOTGUN,RUSH,,CENTER,18,OWN
3,4,18,2,6,0,0,UNDER CENTER,PASS,SHORT LEFT,,22,OWN
3,4,8,3,6,1,8,SHOTGUN,PASS,SHORT RIGHT,,22,OWN
4,13,37,1,10,1,15,SHOTGUN,PASS,SHORT RIGHT,,16,OWN
4,13,8,1,10,0,2,UNDER CENTER,RUSH,,RIGHT TACKLE,31,OWN
4,12,32,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,12,32,2,8,0,5,SHOTGUN,PASS,SHORT LEFT,,33,OWN
4,11,51,3,3,1,11,SHOTGUN,PASS,SHORT MIDDLE,,38,OWN
4,11,11,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,49,OWN
4,11,4,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,11,4,2,10,1,16,SHOTGUN,PASS,SHORT RIGHT,,49,OWN
4,7,56,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,7,56,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,7,49,1,10,0,6,SHOTGUN,SCRAMBLE,,,25,OWN
4,7,27,2,4,1,23,NO HUDDLE SHOTGUN,SCRAMBLE,,,31,OWN
4,5,49,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,5,42,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,31,OWN
4,5,36,2,10,0,6,SHOTGUN,PASS,SHORT RIGHT,,31,OWN
4,4,57,3,4,1,22,SHOTGUN,PASS,SHORT RIGHT,,37,OWN
4,3,44,1,10,0,5,SHOTGUN,RUSH,,CENTER,14,OWN
4,3,13,2,5,0,34,SHOTGUN,PASS,DEEP MIDDLE,,19,OWN
4,2,7,4,31,0,0,PUNT,PUNT,,,47,OWN
4,1,58,1,10,0,0,UNDER CENTER,RUSH,,RIGHT END,13,OWN
4,1,54,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,54,2,10,1,23,UNDER CENTER,PASS,SHORT RIGHT,,13,OWN
4,1,47,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,47,1,10,0,0,UNDER CENTER,QB KNEEL,,,36,OWN
4,1,9,2,11,0,0,UNDER CENTER,QB KNEEL,,,35,OWN
4,0,38,3,12,0,0,UNDER CENTER,QB KNEEL,,,34,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,14,55,1,10,1,12,SHOTGUN,PASS,SHORT LEFT,,21,OWN
1,14,18,1,10,1,10,SHOTGUN,RUSH,,CENTER,33,OWN
1,13,35,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,43,OWN
1,13,4,1,20,0,4,UNDER CENTER,RUSH,,RIGHT END,33,OWN
1,12,23,2,16,0,6,SHOTGUN,PASS,SHORT RIGHT,,37,OWN
1,11,45,3,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,43,OWN
1,11,39,4,10,0,0,PUNT,PUNT,,,43,OWN
1,11,27,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,7,OWN
1,11,22,2,10,0,7,SHOTGUN,RUSH,,RIGHT GUARD,7,OWN
1,10,40,3,3,0,-7,SHOTGUN,SACK,,,14,OWN
1,10,6,4,10,0,0,PUNT,PUNT,,,7,OWN
1,9,55,1,10,0,6,SHOTGUN,RUSH,,LEFT END,40,OWN
1,9,17,2,4,0,0,UNDER CENTER,RUSH,,LEFT GUARD,46,OWN
1,8,31,3,4,1,15,SHOTGUN,PASS,SHORT LEFT,,46,OWN
1,6,53,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,6,47,1,10,0,4,UNDER CENTER,RUSH,,RIGHT END,24,OWN
1,6,16,2,6,1,13,UNDER CENTER,RUSH,,CENTER,28,OWN
1,5,35,1,10,0,6,SHOTGUN,RUSH,,RIGHT END,41,OWN
1,4,58,2,4,1,16,UNDER CENTER,RUSH,,CENTER,47,OWN
3,9,5,2,14,0,8,SHOTGUN,RUSH,,RIGHT GUARD,47,OWN
3,8,11,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,13,OWN
3,8,5,1,10,0,22,SHOTGUN,PASS,DEEP LEFT,,28,OWN
3,7,42,1,10,0,3,SHOTGUN,RUSH,,LEFT GUARD,50,OPP
3,5,39,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,5,34,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,26,OWN
3,5,29,2,10,0,5,SHOTGUN,RUSH,,LEFT GUARD,26,OWN
3,4,52,3,5,0,11,SHOTGUN,PASS,SHORT MIDDLE,,31,OWN
3,4,29,1,10,0,6,UNDER CENTER,RUSH,,RIGHT GUARD,42,OWN
3,3,47,2,4,1,5,SHOTGUN,RUSH,,RIGHT END,48,OWN
3,3,8,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,1,3,1,10,0,1,UNDER CENTER,RUSH,,LEFT GUARD,32,OPP
4,15,0,1,10,1,19,SHOTGUN,PASS,DEEP LEFT,,40,OWN
4,13,29,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,13,25,1,10,0,7,UNDER CENTER,RUSH,,RIGHT GUARD,33,OWN
4,12,49,2,3,0,0,UNDER CENTER,RUSH,,CENTER,40,OWN
